-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
COMPARTILHAR PROMO EIRELI - EPP                         Relatório do faturamento - realizado - 21/10/2020  15h25             SFE5003(SFE5003F)                                        Folha: 0001
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Filtros aplicados
[Cliente.: 00001 - 00001]    [Contrato.: 000001 - 000001]  [Loja.: 00000 - 99999]        [Rede.: 0000 - 9999]          [Serviço.: 00000 - 99999]
[Dia Faturamento.: 01 - 31]  [Competência: 10/2020]
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Cliente: 00001   CNPJ: 77.752.293/0001-98 - COOPERATIVA AGROINDUSTRIAL LAR                     - LAR
"OUTROS MEDIANEIRA, 1220, SALA 05, CEP 85884-000 - MEDIANEIRA - PR  Obs.:"
"00002-2 VISITAS SEMANAIS   0377 00593 SP SAO SEBASTIAO             CENTRO                   AV. GUARDA MOR LOBO VIANNA,354       00000006909820       249,92          0,00  01/10/2020 31/10/2020"
"00002-2 VISITAS SEMANAIS   0378 00594 SP MOGI DAS CRUZES           CIDADE PARQUELANDIA      AV. PRESIDENTE GENERAL DUTRA,100 LOJ 00000006870522       249,92          0,00  01/10/2020 31/10/2020"
"00002-2 VISITAS SEMANAIS   0379 00596 SP JACAREI                   JARDIM PRIMAVERA         AV. GETULIO DORNELES VARGAS,1430     00000006670926       249,92          0,00  01/10/2020 31/10/2020"
"00002-2 VISITAS SEMANAIS   0380 00601 SP JACAREI                   SAO JOAO                 RUA SANTA HELENA,177                 00000006772358       249,92          0,00  01/10/2020 31/10/2020"
"00002-2 VISITAS SEMANAIS   0381 00602 SP CACAPAVA                  PARQUE RESIDENCIAL MARIA RODOVIA JOAO AMARAL GURGEL,980       00000006815574       249,92          0,00  01/10/2020 31/10/2020"
"00002-2 VISITAS SEMANAIS   0382 00604 SP FERRAZ DE VASCONCELOS     VILA DO AMERICANO        RUA GILDA,153                        00000006915306       249,92          0,00  01/10/2020 31/10/2020"
"00002-2 VISITAS SEMANAIS   0383 00606 SP PINDAMONHANGABA           MOMBACA                  RUA ALCIDES RAMOS NOGUEIRA  LOTEAM,6 00000006101898       249,92          0,00  01/10/2020 31/10/2020"
"00002-2 VISITAS SEMANAIS   0384 00609 SP SAO JOSE DOS CAMPOS       JARDIM AMERICA           RUA ANDORRA,500                      00000006104304       249,92          0,00  01/10/2020 31/10/2020"
"00002-2 VISITAS SEMANAIS   0385 00614 SP JACAREI                   CENTRO                   RUA BARAO DE JACAREI,584             00000006100615       249,92          0,00  01/10/2020 31/10/2020"
"00002-2 VISITAS SEMANAIS   0386 01584 SP MOGI DAS CRUZES           JARDIM JULIANA           RUA ZEFERINO VAISSET,08              00000006103844       249,92          0,00  01/10/2020 31/10/2020"
"00002-2 VISITAS SEMANAIS   0387 02840 SP SUZANO                    CENTRO                   RUA CAMPOS SALES,690                 00000006108280       249,92          0,00  01/10/2020 31/10/2020"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
"Total Vencimentos:       Rede No 0021 - SHIBATA                                  5.248,32          0,00              5.248,32"
""
"Total da rede(0021)....: SHIBATA                                                 5.248,32          0,00              5.248,32"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
Rede No 0024 - SPANI
"00042-2X VISITAS SEMANAIS  0388 00761 RJ RESENDE                   PARAISO                  RUA DORIVAL MARCONDES GODOY,594      00000006943336       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0389 00764 RJ VOLTA REDONDA             SAO GERALDO              RODOVIA DOS METALURGICOS,1033        00000006943381       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0390 00719 SP MOGI DAS CRUZES           VILA JUNDIAI             AV. FRANCISCO FERREIRA LOPES,3337    00000006711869       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0391 00720 SP CARAGUATATUBA             POIARES                  RUA JOAO CAFE FILHO,141              00000006943404       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0392 00746 SP GUARATINGUETA             ROCINHA                  OUTROS RODOVIA ESTADUAL PAULO VIRGIL 00000006711856       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0393 00749 SP ATIBAIA                   JARDIM ALVINOPOLIS       RODOVIA FERNAO DIAS,S/N KM 40        00000006765080       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0394 00751 SP SAO JOSE DOS CAMPOS       CIDADE VISTA VERDE       AV. PEDRO FRIGGI,1031                00000006711885       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0395 00752 SP PINDAMONHANGABA           DISTRITO INDUSTRIAL      RUA UELSON FREITAS RAMOS,58          00000006943394       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0396 00753 SP LORENA                    SANTA LUCRECIA           ESTRADA CHIQUITO DE AQUINO,43        00000006943420       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0397 00755 SP BRAGANCA PAULISTA         LAVAPES                  RUA MONTEIRO LOBATO,120              00000006101210       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0398 00758 SP SAO JOSE DOS CAMPOS       JARDIM ALVORADA          AV. CASSIANO RICARDO,1501            00000006102705       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0399 01650 SP JACAREI                   JARDIM CALIFORNIA        AV. GETULIO DORNELES VARGAS,1591     00000006104529       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0400 02277 SP ITAQUAQUECETUBA           VILA SAO CARLOS          ESTRADA DE SANTA ISABEL,3440         00000006106366       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0401 02278 SP SAO PAULO                 JARDIM VILA FORMOSA      RUA REGO BARROS,697                  00000006106367       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0402 02332 SP SAO PAULO                 VILA PRUDENTE            RUA DO ORFANATO,1629                 00000006106495       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0403 02527 SP MAUA                      PARQUE PRIMAVERA         AV. BARAO DE MAUA,2590               00000006106671       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0404 02528 SP AMERICANA                 CHACARA MACHADO          AV. NOSSA SENHORA DE FATIMA,1000     00000006106673       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0405 02606 SP DIADEMA                   SERRARIA                 AV. DONA RUYCE FERRAZ ALVIM  JD RU,2 00000006106672       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0406 02616 SP GUARULHOS                 CIDADE PARQUE ALVORADA   AV. SANTANA DO MUNDAU,178            00000006106994       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0407 02618 SP ITAQUAQUECETUBA           JARDIM NASCENTE          ESTRADA DE SANTA ISABEL,7777         00000006107061       247,42          0,00  01/10/2020 31/10/2020"
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
COMPARTILHAR PROMO EIRELI - EPP                         Relatório do faturamento - realizado - 21/10/2020  15h25             SFE5003(SFE5003F)                                        Folha: 0012
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Tarefas                    Seq   Loja UF Cidade                    Bairro                   Endereço                             CNPJ/Matrícula  Valor mensal    Valor 13o. Dat.Inicio   Data fim
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
"00042-2X VISITAS SEMANAIS  0408 02653 SP MARILIA                   NUCLEO HABITACIONAL NOVA AV. JOAO RAMALHO,2400                00000006107348       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0409 02698 SP BAURU                     PARQUE SAO GERALDO       AV. MOUSSA NAKHL TOBIAS,355          00000006107349       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0410 02738 SP MAUA                      VILA NOEMIA              AV. JOAO RAMALHO,136                 00000006107527       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0411 02837 SP BRAGANCA PAULISTA         TABOAO                   AV. DOM PEDRO I,1025                 00000006107526       247,42          0,00  01/10/2020 31/10/2020"
"00002-2 VISITAS SEMANAIS   0412 02843 SP RIO CLARO                 JARDIM PAULISTA          AV. APIA,80                          00000006107982       247,42          0,00  01/10/2020 31/10/2020"
"00042-2X VISITAS SEMANAIS  0413 03034 SP SAO PAULO                 JARDIM DAS ACACIAS       RUA RAPOSO TAVARES,14,5 KM           00000006107417       247,42          0,00  01/10/2020 31/10/2020"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
"Total Vencimentos:       Rede No 0024 - SPANI                                    6.432,92          0,00              6.432,92"
""
"Total da rede(0024)....: SPANI                                                   6.432,92          0,00              6.432,92"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
Rede No 0026 - SUPER MUFFATO
"00008-6 X VISITAS C/ 04H   0414 00778 PR CURITIBA                  PINHEIRINHO              RUA LOTHARIO BOUTIN,553              00000006855932     2.473,76          0,00  01/10/2020 31/10/2020"
"00008-6 X VISITAS C/ 04H   0415 00779 PR CURITIBA                  BAIRRO ALTO              AV. CAVIUNA,472                      00000006102490     2.473,76          0,00  01/10/2020 31/10/2020"
"00070-5 X COM 04 HORAS     0416 00780 PR PARANAGUA                 OCEANIA                  AV. CORONEL JOSE LOBO,939            00000006848622     2.165,90          0,00  01/10/2020 31/10/2020"
"00105-5 VISITAS 1H30       0417 00797 PR PONTA GROSSA              OLARIAS                  RUA JACOB HOLZMANN,333               00000006154510       716,41          0,00  01/10/2020 31/10/2020"
"00105-5 VISITAS 1H30       0418 00799 PR PONTA GROSSA              NOVA RUSSIA              AV. DOM PEDRO II,350                 00000006866882       716,41          0,00  01/10/2020 31/10/2020"
"00105-5 VISITAS 1H30       0419 00800 PR PONTA GROSSA              UVARANAS                 RUA VICENTE SPOSITO,205              00000006915610       716,41          0,00  01/10/2020 31/10/2020"
"00008-6 X VISITAS C/ 04H   0420 02492 PR CURITIBA                  UBERABA                  RUA JUSCELINO KUBITSCHEK,2651        00000006102489     2.473,76          0,00  01/10/2020 31/10/2020"
"00105-5 VISITAS 1H30       0421 02511 PR SAO JOSE DOS PINHAIS      CENTRO                   RUA QUINZE DE NOVEMBRO,2401          00000006838360       716,41          0,00  01/10/2020 31/10/2020"
"00102-5 VISITAS ATÉ 2H     0422 03559 PR CURITIBA                  NOVO MUNDO               RUA EDUARDO CARLOS PEREIRA,3605      00000006149075     1.101,70          0,00  01/10/2020 31/10/2020"
"00105-5 VISITAS 1H30       0423 03560 PR CURITIBA                  TARUMA                   AV. VICTOR FERREIRA DO AMARAL,1088   00000006838344       716,41          0,00  01/10/2020 31/10/2020"
"00145-3 VISITAS - 2H       0424 04411 PR CURITIBA                  JUVEVE                   RUA ALBERTO FOLLONI                  00000006838357       570,80          0,00  01/10/2020 31/10/2020"
"00035-3 X SEMANAIS DE 2H   0425 04412 PR CURITIBA                  CENTRO                   AV. MARECHAL FLORIANO PEIXOTO        00000006838331       570,80          0,00  01/10/2020 31/10/2020"
"00008-6 X VISITAS C/ 04H   0426 04449 PR SAO JOSE DOS PINHAIS      VILA INA                 AV. RUI BARBOSA,S/N                  00000006103966     2.473,76          0,00  01/10/2020 31/10/2020"
"00175-6 VISITAS DE 4 HR    0427 10851 PR FOZ DO IGUACU             ESTACAO                  RUA DOUTOR VITAL BRASIL,170          00000006115949     2.473,76          0,00  01/10/2020 31/10/2020"
"00008-6 X VISITAS C/ 04H   0428 10853 PR FAZENDA RIO GRANDE        SANTA TEREZINHA          RUA NOSSA SENHORA APARECIDA,228      00000006115950     2.473,76          0,00  01/10/2020 31/10/2020"
"00175-6 VISITAS DE 4 HR    0429 11206 PR PINHAIS                   CENTRO                   AV. AYRTON SENNA DA SILVA,2806       00000006116229     2.473,76          0,00  01/10/2020 31/10/2020"
"00175-6 VISITAS DE 4 HR    0430 11322 PR PONTA GROSSA              CHAPADA                  AV. SOUZA NAVES                      00000006117607     2.473,76          0,00  01/10/2020 31/10/2020"
"00150-5 VISITAS - 1:20H    0431 11978 PR CURITIBA                  SANTA FELICIDADE         AV. VEREADOR TOALDO TULIO,2184       00000006119784       716,41          0,00  01/10/2020 31/10/2020"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
"Total Vencimentos:       Rede No 0026 - SUPER MUFFATO                           28.497,74          0,00             28.497,74"
""
"Total da rede(0026)....: SUPER MUFFATO                                          28.497,74          0,00             28.497,74"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
Rede No 0038 - SUPER ROSSI
"00016-3X SEMANAIS DE 1H    0432 01151 SP FERRAZ DE VASCONCELOS     JARDIM BARAO             RUA ABEL BAPTISTA CAMILO,50          00000006817941       376,26          0,00  01/10/2020 31/10/2020"
"00016-3X SEMANAIS DE 1H    0433 01152 SP SAO PAULO                 GUAIANAZES               ESTRADA DO LAGEADO VELHO,986         00000006819538       376,26          0,00  01/10/2020 31/10/2020"
"00016-3X SEMANAIS DE 1H    0434 01154 SP SAO PAULO                 VILA CRUZEIRO            RUA CARVALHO DE ARAUJO,12            00000006767745       376,26          0,00  01/10/2020 31/10/2020"
"00016-3X SEMANAIS DE 1H    0435 01155 SP SAO PAULO                 JARDIM ADUTORA           AV. SAPOPEMBA,15984                  00000006768197       376,26          0,00  01/10/2020 31/10/2020"
"00016-3X SEMANAIS DE 1H    0436 01156 SP SAO PAULO                 ERMELINO MATARAZZO       OUTROS LEVESA                        00000006768207       376,26          0,00  01/10/2020 31/10/2020"
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
COMPARTILHAR PROMO EIRELI - EPP                         Relatório do faturamento - realizado - 21/10/2020  15h25             SFE5003(SFE5003F)                                        Folha: 0013
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Tarefas                    Seq   Loja UF Cidade                    Bairro                   Endereço                             CNPJ/Matrícula  Valor mensal    Valor 13o. Dat.Inicio   Data fim
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
"00016-3X SEMANAIS DE 1H    0437 01157 SP CARAPICUIBA               VILA DA OPORTUNIDADE     ESTRADA DO COPIUVA,566               00000006946561       376,26          0,00  01/10/2020 31/10/2020"
"00016-3X SEMANAIS DE 1H    0438 01793 SP OSASCO                    HELENA MARIA             AV. JOAO VENTURA DOS SANTOS,670      00000006102513       376,26          0,00  01/10/2020 31/10/2020"
"00041-3 VISITAS SEMANAIS/  0439 05057 SP OSASCO                    VILA YOLANDA             RUA JUSTINO ALVES BATISTA,85         00000006112241       376,26          0,00  01/10/2020 31/10/2020"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
"Total Vencimentos:       Rede No 0038 - SUPER ROSSI                              3.010,08          0,00              3.010,08"
""
"Total da rede(0038)....: SUPER ROSSI                                             3.010,08          0,00              3.010,08"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
Rede No 0044 - GUANABARA - RJ
"00011-6 VISITAS  ATÉ 2 HO  0440 01050 RJ RIO DE JANEIRO            PENHA                    AV. BRAZ DE PINA,201                 00000006122097       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0441 01051 RJ RIO DE JANEIRO            BANGU                    AV. MINISTRO ARI FRANCO,80           00000006233376       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0442 01052 RJ RIO DE JANEIRO            IRAJA                    AV. MONSENHOR FELIX,1213             00000006272654       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0443 01054 RJ NOVA IGUACU               CENTRO                   AV. MARECHAL FLORIANO PEIXOTO,1552   00000006122083       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0444 01055 RJ RIO DE JANEIRO            BARRA DA TIJUCA          AV. DAS AMERICAS,3501                00000006122099       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0445 01056 RJ NITEROI                   CENTRO                   RUA MARECHAL DEODORO,360             00000006122082       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0446 01057 RJ SAO GONCALO               GALO BRANCO              AV. JORNALISTA ROBERTO MARINHO,221   00000006122104       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0447 01059 RJ DUQUE DE CAXIAS           CENTRO                   RUA TENENTE JOSE DIAS,460            00000006122080       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0448 01060 RJ RIO DE JANEIRO            ANDARAI                  RUA MAXWELL,520                      00000006233295       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0449 01061 RJ RIO DE JANEIRO            SANTA CRUZ               RUA FELIPE CARDOSO,1470              00000000623331       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0450 01062 RJ RIO DE JANEIRO            BONSUCESSO               AV. TEIXEIRA DE CASTRO,90            00000006233318       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0451 01063 RJ RIO DE JANEIRO            BANGU                    RUA RIO DA PRATA,1370                00000006122103       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0452 01064 RJ RIO DE JANEIRO            VILA VALQUEIRE           ESTRADA INTENDENTE MAGALHAES,1236    00000006233347       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0453 01065 RJ RIO DE JANEIRO            CASCADURA                AV. ERNANI CARDOSO,350               00000006122106       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0454 01066 RJ RIO DE JANEIRO            CAMPO GRANDE             RUA AURELIO FIGUEIREDO,205           00000006122101       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0455 01067 RJ RIO DE JANEIRO            ENGENHO DA RAINHA        ESTRADA ADHEMAR BEBIANO,3994         00000006233334       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0456 01068 RJ RIO DE JANEIRO            ENGENHO DE DENTRO        RUA ADOLFO BERGAMINI,113             00000006233363       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0457 01795 RJ RIO DE JANEIRO            PIEDADE                  AV. DOM HELDER CAMARA,8403           00000006233389       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0458 01796 RJ RIO DE JANEIRO            REALENGO                 AV SANTA CRUZ,419                    00000006279767       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0459 01797 RJ ITAGUAI                   JARDIM AMERICA           RUA DR. CURVELO CAVALCANTE,758       00000006122081       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0460 01798 RJ RIO DE JANEIRO            REALENGO                 ESTRADA DA AGUA BRANCA,2380          00000006233350       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0461 01799 RJ RIO DE JANEIRO            PACIENCIA                AV. CESARIO DE MELO,10809            00000006122098       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0462 01800 RJ SAO JOAO DE MERITI        CENTRO                   AV. NOSSA SENHORA DAS GRACAS,222     00000006122105       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0463 01801 RJ RIO DE JANEIRO            TAQUARA                  ESTRADA DO CAFUNDA,1560              00000006233305       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0464 01802 RJ RIO DE JANEIRO            TIJUCA                   RUA ALMIRANTE COCHRANE,146           00000006122100       972,30          0,00  01/10/2020 31/10/2020"
"00011-6 VISITAS  ATÉ 2 HO  0465 10482 RJ RIO DE JANEIRO            CAMPO GRANDE             ESTRADA RIO DO A,1415                00000006122107       972,30          0,00  01/10/2020 31/10/2020"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
"Total Vencimentos:       Rede No 0044 - GUANABARA - RJ                          25.279,80          0,00             25.279,80"
""
"Total da rede(0044)....: GUANABARA - RJ                                         25.279,80          0,00             25.279,80"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
Rede No 0089 - MACRO
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
COMPARTILHAR PROMO EIRELI - EPP                         Relatório do faturamento - realizado - 21/10/2020  15h25             SFE5003(SFE5003F)                                        Folha: 0014
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Tarefas                    Seq   Loja UF Cidade                    Bairro                   Endereço                             CNPJ/Matrícula  Valor mensal    Valor 13o. Dat.Inicio   Data fim
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
"00015-DIÁRIA - 2 HORAS     0466 01542 RS PELOTAS                   TRES VENDAS              AV. ENGENHEIRO ILDEFONSO SIMOES LO,4 00000006121637     1.101,75          0,00  01/10/2020 31/10/2020"
"00014-6 X ATÉ  01 HORA DI  0467 01543 RS PELOTAS                   CENTRO                   AV. FERNANDO OSORIO,4842             00000006128038     1.124,66          0,00  01/10/2020 31/10/2020"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
"Total Vencimentos:       Rede No 0089 - MACRO                                    2.226,41          0,00              2.226,41"
""
"Total da rede(0089)....: MACRO                                                   2.226,41          0,00              2.226,41"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
Rede No 0209 - JACOMAR - SUPERMERCADOS
"00017-6 X COM ATÉ 06 HR    0468 02959 PR CURITIBA                  UBERABA                  AV. SENADOR SALGADO FILHO,4487       00000006626158     3.542,68          0,00  01/10/2020 31/10/2020"
"00017-6 X COM ATÉ 06 HR    0469 02960 PR CURITIBA                  ALTO BOQUEIRAO           RUA DESEMBARGADOR ANTONIO DE PAULA,2 00000006086293     3.542,68          0,00  01/10/2020 31/10/2020"
"00107-5 VISITAS DE 4 HORA  0470 02961 PR CURITIBA                  XAXIM                    RUA FRANCISCO DEROSSO,2652           00000006055541     2.166,01          0,00  01/10/2020 31/10/2020"
"00008-6 X VISITAS C/ 04H   0471 02962 PR SAO JOSE DOS PINHAIS      SAO CRISTOVAO            AV. RUI BARBOSA,5285                 00000006169576     2.473,58          0,00  01/10/2020 31/10/2020"
"00107-5 VISITAS DE 4 HORA  0472 02967 PR PIRAQUARA                 CENTRO                   AV. GETULIO VARGAS,945 TERREO        00000006737474     2.166,01          0,00  01/10/2020 31/10/2020"
"00008-6 X VISITAS C/ 04H   0473 10170 PR SAO JOSE DOS PINHAIS      OURO FINO                ALAMEDA ARPO,1929 2240               00000006708128     2.473,58          0,00  01/10/2020 31/10/2020"
"00142-5 VISITAS - 3H       0474 11163 PR CURITIBA                  SITIO CERCADO            RUA TIJUCAS DO SUL,1501 TERREO       00000006930336     1.624,51          0,00  01/10/2020 31/10/2020"
"00107-5 VISITAS DE 4 HORA  0475 11164 PR CURITIBA                  UBERABA                  RUA EUNICE BETTINI BARTOSZECK,1990   00000006105305     2.166,01          0,00  01/10/2020 31/10/2020"
"00008-6 X VISITAS C/ 04H   0476 11165 PR SAO JOSE DOS PINHAIS      GUATUPE                  AV TOMAS CARMELIANO DE MIRANDA,345   00000006101493     2.473,21          0,00  01/10/2020 31/10/2020"
"00107-5 VISITAS DE 4 HORA  0477 11171 PR SAO JOSE DOS PINHAIS      SAO MARCOS               OUTROS RODOVIA BR-376,18771          00000006086280     2.166,01          0,00  01/10/2020 31/10/2020"
"00009-6X VISITAS C/ 5:00H  0478 11177 PR SAO JOSE DOS PINHAIS      COLONIA RIO GRANDE       RUA PEDRO TREVISAN,58                00000006792710     3.092,82          0,00  01/10/2020 31/10/2020"
"00008-6 X VISITAS C/ 04H   0479 11181 PR CURITIBA                  BOQUEIRAO                RUA MAESTRO CARLOS FRANK,2812 TERREO 00000006106923     2.473,21          0,00  01/10/2020 31/10/2020"
"00035-3 X SEMANAIS DE 2H   0480 11287 PR CURITIBA                  CAMPO DE SANTANA         RUA URIEL NOGUEIRA DOS SANTOS,632    00000006114926       570,83          0,00  01/10/2020 31/10/2020"
"00142-5 VISITAS - 3H       0481 11297 PR PINHAIS                   WEISSOPOLIS              RUA RIO PIRAQUARA,1274               00000006114925     1.624,51          0,00  01/10/2020 31/10/2020"
"00107-5 VISITAS DE 4 HORA  0482 11845 PR FAZENDA RIO GRANDE        EUCALIPTOS               AV. DAS ARAUCARIAS,550               00000006118939     2.166,01          0,00  01/10/2020 31/10/2020"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
"Total Vencimentos:       Rede No 0209 - JACOMAR - SUPERMERCAD                   34.721,66          0,00             34.721,66"
""
"Total da rede(0209)....: JACOMAR - SUPERMERCADOS                                34.721,66          0,00             34.721,66"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
Rede No 0211 - BAVARESCO SUPERMERCADOS
"00150-5 VISITAS - 1:20H    0483 02965 PR PARANAGUA                 PALMITAL                 RUA DOUTOR ARTHUR DE SOUZA COSTA,789 00000006169291       716,45          0,00  01/10/2020 31/10/2020"
"00150-5 VISITAS - 1:20H    0484 03008 PR PARANAGUA                 VILA GARCIA              OUTROS ROD PR 407,1547               00000006879468       716,45          0,00  01/10/2020 31/10/2020"
"00145-3 VISITAS - 2H       0485 04500 PR PONTAL DO PARANA          PRAIA DE LESTE           RODOVIA ENGENHEIRO ARGUS THÁ HEYN,S/ 00000006103968       570,83          0,00  01/10/2020 31/10/2020"
"00145-3 VISITAS - 2H       0486 04872 PR GUARATUBA                 BALNEÁRIO ELIANE         AV. PARANÁ,3875                      00000006108389       570,83          0,00  01/10/2020 31/10/2020"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
"Total Vencimentos:       Rede No 0211 - BAVARESCO SUPERMERCAD                    2.574,56          0,00              2.574,56"
""
"Total da rede(0211)....: BAVARESCO SUPERMERCADOS                                 2.574,56          0,00              2.574,56"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
Rede No 0232 - MEGA BOX  ZONA SUL
"00014-6 X ATÉ  01 HORA DI  0487 03112 RJ RIO DE JANEIRO            RAMOS                    AV. BRASIL,9561                      00000006780777       764,77          0,00  01/10/2020 31/10/2020"
-------------------------- ---- ----- -- ------------------------- ------------------------ ------------------------------------ -------------- ------------- ------------- ---------- ----------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
